id,filename,status,processed_at,processing_time_seconds,nome_produto,nome_produto_confidence,fabricante,fabricante_confidence,numero_onu,numero_onu_confidence,numero_onu_status,numero_onu_message,numero_cas,numero_cas_confidence,numero_cas_status,numero_cas_message,classificacao_onu,classificacao_onu_confidence,classificacao_onu_status,classificacao_onu_message,grupo_embalagem,grupo_embalagem_confidence,incompatibilidades,incompatibilidades_confidence
331,84912 ZEUS FDS.pdf,success,2025-11-19 14:54:00.461622,35.12774551500115,ZEUS.,0.75,IHARABRAS S.A. INDÚSTRIAS QUÍMICAS.,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
334,85462 BOMBARDEIRO FDS.pdf,success,2025-11-19 14:53:59.997047,22.207838154001365,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
333,85462 - FUNGICIDA BOMBARDEIRO BIOFUNCIDA FOLIAR.pdf,success,2025-11-19 14:53:57.183399,23.48492095199981,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2720,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
328,84911 TRICLON_FDS.pdf,success,2025-11-19 14:53:56.602792,34.741003757000726,TRICLON.,0.75,UPL do Brasil Indústria e Comércio de Insumos,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
58,"06701 NICROSOL NCS 7804 2,00 MM FDS.pdf",success,2025-11-19 14:53:56.340271,44.26166540000122,Toxidade para órgãos-alvo específicos –Exposição única –categoria 3,0.75,NicrosolIndústriaeComérciodeSoldasEspeciais,0.8,1986,0.85,warning,,7429-90-5,0.8,warning,,1,0.78,warning,,I,0.0,"Água, ácidos, bases fortes, oxidantes fortes, halogênios. Reage violentamente com água, liberando gases inflamáveis. Perigo de incêndio e explosão em contato com oxidantes fortes.",0.85
327,84830 FALCON FDS.pdf,success,2025-11-19 14:53:56.297009,36.25142241999856,FALCON,0.75,IHARABRAS S.A. INDÚSTRIAS QUÍMICAS.,0.8,3082,0.95,valid,,56-81-5,0.8,warning,,9,0.7,warning,,III,0.8,,
332,85461 - FUNGICIDA BIOMAGNO SC BACILLUS AMYLOLIQUEFACIENS.pdf,success,2025-11-19 14:53:56.017876,27.268436577000102,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
324,84828 PORCEL FDS.pdf,success,2025-11-19 14:53:55.011988,35.392224188999535,PORCEL 100 EC,0.75,"Endereço: Avenida Basiléia, 590 - Manejo - Resende/RJ, CEP: [PHONE]",0.8,1993,0.95,valid,,64742-95-6,0.8,warning,,3,0.7,warning,,III,0.8,,
323,"83131 ARAME NICROSOL 3,20 MM FDS.pdf",success,2025-11-19 14:53:53.060950,41.665860006,Toxidade para órgãos-alvo específicos –Exposição única –categoria 3,0.75,NicrosolIndústriaeComérciodeSoldasEspeciais,0.8,1986,0.85,warning,,7429-90-5,0.8,warning,,1,0.78,warning,,I,0.0,,
325,84829 RITMO FDS.pdf,success,2025-11-19 14:53:47.827055,29.394634552001666,RITMO,0.75,Sorocaba/SP.,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
330,85079 EUTECTIC SUGARTEC MAX 45 FDS.pdf,success,2025-11-19 14:53:45.603423,19.827826251999795,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
321,82846 - FERTILIZANTE ORGANO MINERAL CLASSE A CROP EVO FMC.pdf,success,2025-11-19 14:53:42.318707,40.73640238699954,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,7758-98-7,0.8,warning,,9,0.7,warning,,III,0.8,,
2,841578_SDS_BR_Z9.PDF,success,2025-11-19 14:53:32.094012,16.068944655999076,4-Cloro-3-nitrotolueno para sintese,0.88,Merck S/A,0.72,2433,0.85,warning,,89-60-1,0.8,warning,,6.1,0.7,warning,,III,0.0,,
317,82762 SUPERMOENDA AC 414 FDS.pdf,success,2025-11-19 14:53:23.813253,27.36801711299995,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1200,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
322,82950 - INOCULANTE LIQUIDO AZOTROP.pdf,success,2025-11-19 14:53:21.806617,14.819446764999157,AZOTROP Líquido,0.75,Biotrop Soluções Biológicas LTDA.,0.72,2083,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
308,81443 - INSETICIDA MICROBIOLOGICO METARRIL WP W9.pdf,success,2025-11-19 14:53:21.383992,45.07392962000085,METARRIL WP,0.75,Koppert do Brasil Holding Ltda.,0.72,3333,0.85,warning,,67892-13-1,0.8,warning,,7.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
320,82938 - FERTILIZANTE ORGANICO SIMPLES CLASSE A GRADUAL CS.pdf,success,2025-11-19 14:53:20.747544,17.513420377999864,FERTILIZANTE ORGANICO SIMPLES CLASSE - A,0.75,SIPCAM JARDIM BRASIL LTDA,0.72,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,,
318,82785 SUVINIL TOQUE SEDA FDS.PDF,success,2025-11-19 14:53:18.838653,20.41193097900032,SUVINIL ACRILICO PREMIUM TOQUE SED A ACETINADO A2,0.75,BASF S.A.,0.72,2719,0.85,warning,,330-54-1,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
310,81445 - FERTILIZANTE ORGANOMINERAL ROADSTER.pdf,success,2025-11-19 14:53:17.517472,40.17668030599816,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
314,82541 - FERTILIZANTE LIQUIDO KRACHT MEDJAY.pdf,success,2025-11-19 14:53:15.380131,26.95531224899969,MEDJAY,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
315,82541 MEDJAY FDS.pdf,success,2025-11-19 14:53:14.252314,18.842086246997496,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1760,0.95,valid,,12136-45-7,0.8,warning,,8,0.78,warning,,I,0.8,,
311,81445 ROADSTER FDS.pdf,success,2025-11-19 14:53:10.035560,31.340751776002435,Mistura,0.75,NAO ENCONTRADO,0.0,1011,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,,
319,82845 - FERTILIZANTE MINERAL SIMPLES FOSFORITA FNR27 HINOVE.PDF,success,2025-11-19 14:53:05.306858,5.260073759996885,FOSFORITA 27,0.75,NAO ENCONTRADO,0.0,2510,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
313,81448 AZOKOP FDS.pdf,success,2025-11-19 14:53:04.602475,21.29493553499924,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,12125-02-9,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
312,81447 BONEVILLE FDS.pdf,success,2025-11-19 14:53:00.497976,17.36982936700224,Mistura,0.75,NAO ENCONTRADO,0.0,1919,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
306,81296 GROVER FDS.pdf,success,2025-11-19 14:52:57.571869,24.473297374999675,Grover,0.75,Syngenta Proteção de Cultivos Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
300,80994 BASIC PLUS-FDS.pdf,success,2025-11-19 14:52:56.140755,31.426007738999036,BASIC PLUS,1.0,KRACHT LANDBOUW WETENSCHAP LTDA,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
304,81295 CALIPEN SC FDS.pdf,success,2025-11-19 14:52:54.203785,26.52017303800312,CALIPEN SC,0.75,Syngenta Proteção de Cultivos Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
309,81444 - INSETICIDA BOVERIL CANA.pdf,success,2025-11-19 14:52:51.925661,15.146240296999167,Boveril Cana,0.88,NAO ENCONTRADO,0.0,1919,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
303,81270 PROVENCE-TOTAL FDS.pdf,success,2025-11-19 14:52:49.531415,22.4462225999996,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,2634-33-5,0.8,warning,,9,0.7,warning,,III,0.8,,
298,80992 - FERTILIZANTE LIQUIDO FOLIAR MOLYSTAR - GREEN HAS.pdf,success,2025-11-19 14:52:46.592165,27.04202558200268,MOLYSTAR,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
301,81133 ec-sugartec-tub-hard-fds.pdf,success,2025-11-19 14:52:39.905450,12.732072287999472,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,14808-60-7,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
289,78837 - INSETICIDA SOLIDO ACETAMIPRIDO+BIFENTRINA WG 250+250GKG.pdf,success,2025-11-19 14:52:38.415680,39.765511621997575,SPERTO,0.75,UPL do Brasil - Indústria e Comércio de Insumos Agropecuários S.A.,0.72,2588,0.95,valid,,82657-04-3,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,,
299,80994 - FERTILIZANTE LIQUIDO KRACHT BASIC PLUS C AMINOACIDO.pdf,success,2025-11-19 14:52:36.012117,15.144922580002458,NAO ENCONTRADO,0.0,Aminocore Deutschland GmbH,0.72,0695,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
295,80041 - FERTILIZANTE MINERAL VERDATTO  UBYFOL.pdf,success,2025-11-19 14:52:32.522484,20.142606393001188,NAO ENCONTRADO,1.0,NAO ENCONTRADO,0.85,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
296,80280 BIOASIS FDS.pdf,success,2025-11-19 14:52:31.918577,18.19020646699937,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,100-51-6,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
297,80560 - ADJUVANTE ULTRA FIX.pdf,success,2025-11-19 14:52:31.292236,14.278225849000592,ULTRA FIX FISPQ: 014/2020,0.75,CROPFERT INDUSTRIA DE FERTILIZANTES E,0.8,2020,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
293,79536 - FERTILIZANTE ORGANOMINERAL KRACHT SUIKER.pdf,success,2025-11-19 14:52:31.238112,25.32165969700145,SUIKER,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
290,78837 SPERTO FDS.pdf,success,2025-11-19 14:52:28.749702,28.29694618999929,Sperto.,0.75,UPL do Brasil Indústria e Comércio de Insumos,0.8,2588,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,,
291,79223 Arreio Pasto _FDS_Rev.04 (ONU 3082).pdf,success,2025-11-19 14:52:26.480295,25.152036007999413,Arreio Pasto,0.75,ADAMA BRASIL S/A,0.8,3082,0.95,valid,,111-76-2,0.8,warning,,9,0.7,warning,,III,0.8,,
1,7HF_FDS_Portugues.pdf,success,2025-11-19 14:52:24.146802,14.168810794999445,7HF,0.88,NAO ENCONTRADO,0.0,1075,0.95,valid,,64742-47-8,0.8,warning,,2.1,0.7,warning,,,0.0,,
288,78683 FURATROP FDS.pdf,success,2025-11-19 14:52:20.151896,22.17454240699953,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
286,78680 BIOFREE FDS.pdf,success,2025-11-19 14:52:16.948020,20.302265133999757,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
294,79653 - FERTILIZANTE FOLIAX 3% BORO 6% ZINCO...pdf,success,2025-11-19 14:52:16.888844,9.566600629001186,Fertilizante Mineral Misto – Foliax 4% Zn e 2% B,0.88,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
287,78683 - NEMATICIDA MICROBIOLOGICO FURATROP.pdf,success,2025-11-19 14:52:16.814634,19.908602571998927,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1425,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
284,77430 MULTSPUMA M100 FDS.pdf,success,2025-11-19 14:52:14.022476,19.565010067999538,MULTSPUMA,0.88,NAO ENCONTRADO,0.0,2261,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
285,78680 -INOCULANTE BIOFREE.pdf,success,2025-11-19 14:52:13.925871,18.23049130100117,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1190,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
283,77421 - FERTILIZANTE FOLIAR MINERAL OXIATIVO.pdf,success,2025-11-19 14:52:06.921134,12.420372278000286,OXIATIVO,0.88,OXIQUÍMICA AGROCIÊNCIA LTDA,0.72,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
277,74289 HIDRO ALL DUO TAB FDS.pdf,success,2025-11-19 14:52:06.675546,33.51040661699881,HCL 200 - TABLETE,0.88,Hidroall do Brasil Ltda,0.72,2468,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,,
282,76924 QSRSH3em1_Pwerclean_Bio FDS.pdf,success,2025-11-19 14:52:05.266250,12.985253003000253,SH 3 EM 1 POWERCLEAN BIO,0.88,NAO ENCONTRADO,0.0,2018,0.85,warning,,151-21-3,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
275,74031 MAXSAN FDS.pdf,success,2025-11-19 14:52:00.713769,33.41144713599715,MAXSAN.,0.75,IHARABRAS S.A. INDÚSTRIAS QUÍMICAS.,0.8,3082,0.95,valid,,95737-68-1,0.8,warning,,9,0.7,warning,,III,0.8,,
276,74031- INSETICIDA LIQUIDO DINOTEFURAM+PIRIPROXIFEN EW 100+25GL.pdf,success,2025-11-19 14:52:00.193597,28.601214349000657,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1701,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
271,73880 STATUS FDS.pdf,success,2025-11-19 14:51:55.998462,34.90650984899912,STATUS,0.75,Oxiquímica Agrociência Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
278,75413 - FERTILIZANTE FOLIAR FERTI TENSOR MAX.pdf,success,2025-11-19 14:51:55.951802,20.47938328599776,FERTI TENSOR MAX.,0.88,Qualyquímica Indústria e Comércio de Produtos Químicos S.A,0.72,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
269,73847 BRANCO CRISTAL FISPQ.pdf,success,2025-11-19 14:51:55.405655,20.419376109999572,Esmalte Sintético,0.75,Triocor Tintas e Vernizes Ltda. - ME. Bairro: Distrito Ind. Toriba.,0.72,1263,0.95,valid,,64742-82-1,0.8,warning,,3,0.78,warning,,II,0.8,,
274,74030 MAGNETO FDS.pdf,success,2025-11-19 14:51:53.575112,27.27157697799703,MAGNETO SC,0.75,Sorocaba/SP.,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
270,73880 - FUNGICIDA SOLIDO OXICLORETO COBRE SC 588 IA - 350 E.M.pdf,success,2025-11-19 14:51:52.256508,31.414784983000573,OXIQUÍMICA AGROCIÊNCIA LTDA.,0.75,NAO ENCONTRADO,0.0,1000,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
268,73147-MATURADOR PROGIBB 400.pdf,success,2025-11-19 14:51:48.670086,29.775074248002056,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1401,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
279,75819 - FERTILIZANTE ORGANOMINERAL CLASSE A...pdf,success,2025-11-19 14:51:48.611123,12.043088638998595,Fertilizante Organomineral Classe A – AXIHUM,0.88,NAO ENCONTRADO,0.0,1201,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
257,67884 - FERTILIZANTE NUTRY CANA UNIONAGRO.pdf,success,2025-11-19 14:51:47.579471,58.06133844099895,NUTRY CANA,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,"```json
{
  ""value"": ""NAO ENCONTRADO"",
  ""confidence"": 1.0,
  ""context"": ""Na seção 14 sobre informações de transporte, não foi encontrado nenhum grupo de embalagem para transporte (I, II ou III).""
}
```",0.4,,
272,74028 DINNO FDS.pdf,success,2025-11-19 14:51:46.081987,23.31887027099947,DINNO,0.75,Sorocaba/SP.,0.8,1996,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
267,73146 REVOLUX FDS.pdf,success,2025-11-19 14:51:37.383999,21.28217904800113,Revolux®,0.75,NAO ENCONTRADO,0.0,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
266,73146 - INSETICIDA LIQUIDO  METOXIFENOZIDA+ESPINETORAM SC300+60GL.pdf,success,2025-11-19 14:51:35.544403,18.13009118000264,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0021,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,BEFÖRDERUNG VERBOTEN,0.0,,
265,72951 MAGNUSBR FDS.pdf,success,2025-11-19 14:51:30.653262,19.325433592999616,Mistura,0.75,NAO ENCONTRADO,0.0,2024,0.85,warning,,51235-04-2,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
250,66141 - INSETICIDA BIFENTRINA 400GL EC.pdf,success,2025-11-19 14:51:27.455572,50.113648201000615,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1701,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
263,72898 MAZA ADESIVO POLIESTER FDS.pdf,success,2025-11-19 14:51:23.403167,13.731065875999777,MAZA ADESIVO POLIESTER,0.88,NAO ENCONTRADO,0.0,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
259,67951 MOLYBRAS P 2000 FDS.pdf,success,2025-11-19 14:51:23.013286,25.458359149997705,Aplicação / Definição: Óleo Lubrificante Industrial em aerossol,0.88,HTS Lubrificantes do Brasil Ltda.,0.8,1950,0.95,valid,,64741-96-4,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
260,68802 - FERTILIZANTE ORGANICO EXPERTGROW ADAMA.pdf,success,2025-11-19 14:51:20.349965,14.919570710000698,ExpertGrow,0.88,NAO ENCONTRADO,0.0,2085,0.85,warning,,1310-58-3,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
261,69365 WURTH SELANTE RADIADOR FDS.pdf,success,2025-11-19 14:51:18.219921,11.472386235000158,Mistura,0.75,NAO ENCONTRADO,0.0,1272,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
258,67884 NUTRY CANA FDS.pdf,success,2025-11-19 14:51:17.897188,24.25457197799915,Mistura,0.75,NAO ENCONTRADO,0.0,2010,0.85,warning,,10043-35-3,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
255,67312 CAR 80 DESCARBONIZANTE FDS.pdf,success,2025-11-19 14:51:16.284167,34.200956452001265,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1950,0.95,valid,,111-76-2,0.8,warning,,2.1,0.78,warning,,,0.0,,
256,67313 GRAFITE SPRAY FDS.pdf,success,2025-11-19 14:51:15.297514,30.42136883299827,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1950,0.95,valid,,106-97-8,0.8,warning,,2.1,0.78,warning,,,0.0,,
253,66526 - INSETICIDA SOLIDO FLUBENDIAMIDA SC 480 GL.pdf,success,2025-11-19 14:51:14.312720,35.11521454299873,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2800,0.85,warning,,124-26-1,0.8,warning,,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
249,6563-MATURADOR LIQUIDO MODDUS.pdf,success,2025-11-19 14:51:09.420927,35.25403391399959,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0010,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
252,66424 POLYGREASE_2 FDS.pdf,success,2025-11-19 14:51:07.649292,29.337725853998563,Aplicação / Definição: Graxa Lubrificante Industrial,0.88,HTS Lubrificantes do Brasil Ltda.,0.8,3214,0.85,warning,,64741-96-4,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
251,66423 GA_696_FDS.pdf,success,2025-11-19 14:51:05.879770,27.67828738499884,Aplicação / Definição: Graxa Lubrificante Industrial,0.88,HTS Lubrificantes do Brasil Ltda.,0.8,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
254,66526 BELT FDS.pdf,success,2025-11-19 14:51:04.378254,24.582282333001785,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,2634-33-5,0.8,warning,,9,0.7,warning,,III,0.8,,
35,01460 JD HY GARD FDS.PDF,success,2025-11-19 14:51:00.379642,27.349559132999275,JD Hy-Gard,0.88,BLUEWAY TRADING IMPORTAÇÃO E EXPORTAÇÃO S.A.,0.8,0022,0.85,warning,,64742-54-7,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
241,63243 KIT RESINA RE 119 FDS.pdf,success,2025-11-19 14:51:00.299341,43.15731528500328,KIT RESINA RE 119 A/B PREMIUM MOLYBRAS,0.75,Molyas Comercial LTDA,0.8,2259,0.95,valid,,112-24-3,0.8,warning,,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,,
247,65032 galopeiro---ficha-de-segurança.pdf,success,2025-11-19 14:51:00.232246,32.259923526999046,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0218,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
246,65032 ARTYS BR _FDS.pdf,success,2025-11-19 14:50:50.436927,24.546760446002736,Artys BR.,0.75,UPL DO BRASIL INDÚSTRIA E COMÉRCIO DE INSUMOS,0.8,2008,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
160,31904 SIRTAKI FDS.pdf,success,2025-11-19 14:50:48.727732,242.13488850900103,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
